age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
90.0,Self Enquiry,1,1020.0,Salaried,male,4.0,4.0,deluxe,3.0,3.0,0,2,manager,383820.0,0,Single,Car Ownership,1 Children
34.0,Company Invited,2,600.0,Small Business,male,2.0,,deluxe,3.0,4.0,0,2,manager,307815.0,0,Single,Car Ownership,1 Children
32.0,Self Enquiry,1,840.0,Salaried,male,3.0,5.0,standard,3.0,2.0,0,1,senior manager,457395.0,0,Married,Car Ownership,2 Children
25.0,Company Invited,2,840.0,Salaried,male,3.0,4.0,basic,3.0,7.0,0,4,executive,266625.0,1,Single,Car Ownership,1 Children
44.0,Self Enquiry,2,540.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,4,senior manager,365220.0,0,Married,Car Ownership,1 Children
80.0,Self Enquiry,1,900.0,Salaried,female,4.0,4.0,deluxe,3.0,7.0,0,1,manager,364200.0,0,Married,Car Ownership,1 Children
33.0,Company Invited,2,1020.0,Small Business,male,3.0,4.0,standard,3.0,3.0,1,3,senior manager,375270.0,0,Married,Car Ownership,No Children
32.0,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,king,3.0,6.0,0,4,vp,554625.0,0,Married,Car Ownership,2 Children
33.0,Self Enquiry,1,480.0,Small Business,male,4.0,4.0,basic,3.0,3.0,0,4,executive,328470.0,0,Single,Car Ownership,3 Children
23.0,Company Invited,2,540.0,Small Business,male,3.0,6.0,deluxe,3.0,2.0,0,2,manager,324885.0,0,Married,Car Ownership,1 Children
55.0,Self Enquiry,1,480.0,Large Business,female,3.0,4.0,standard,4.0,2.0,0,1,senior manager,461805.0,0,Married,Car Ownership,No Children
27.0,Company Invited,2,600.0,Large Business,male,3.0,4.0,standard,4.0,7.0,0,2,senior manager,393060.0,1,Married,Car Ownership,No Children
55.0,Company Invited,1,300.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,1,senior manager,366960.0,0,Unmarried,Car Ownership,No Children
52.0,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,deluxe,3.0,6.0,0,4,manager,400000.0,0,Married,Car Ownership,2 Children
32.0,Company Invited,2,780.0,Small Business,male,3.0,4.0,basic,3.0,5.0,0,3,executive,441060.0,0,Married,Car Ownership,2 Children
42.0,Self Enquiry,2,1920.0,Small Business,male,4.0,4.0,deluxe,3.0,3.0,0,3,manager,332820.0,0,Unmarried,No Car Ownership,3 Children
45.0,Self Enquiry,2,1860.0,Small Business,male,3.0,4.0,deluxe,3.0,1.0,0,3,manager,453165.0,0,Divorced,Car Ownership,2 Children
35.0,Self Enquiry,3,900.0,Small Business,male,3.0,4.0,deluxe,3.0,2.0,0,3,manager,315855.0,0,Married,Car Ownership,2 Children
40.0,Company Invited,2,420.0,Small Business,female,3.0,4.0,deluxe,3.0,5.0,0,3,manager,300000.0,0,Single,No Car Ownership,2 Children
51.0,Self Enquiry,2,360.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,1,senior manager,387990.0,0,Divorced,No Car Ownership,No Children
34.0,Self Enquiry,3,1080.0,Salaried,male,2.0,3.0,standard,4.0,5.0,0,1,senior manager,400000.0,0,Divorced,No Car Ownership,No Children
44.0,Self Enquiry,1,360.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,1,senior manager,369075.0,0,Married,Car Ownership,No Children
48.0,Company Invited,2,360.0,Salaried,male,2.0,4.0,standard,4.0,2.0,0,2,senior manager,379050.0,0,Unmarried,Car Ownership,No Children
54.0,Company Invited,1,540.0,Salaried,female,2.0,3.0,standard,4.0,2.0,0,1,senior manager,364305.0,0,Unmarried,Car Ownership,No Children
51.0,Self Enquiry,2,780.0,Salaried,female,2.0,3.0,standard,4.0,1.0,0,2,senior manager,383685.0,0,Unmarried,Car Ownership,No Children
35.0,Company Invited,1,1020.0,Salaried,female,2.0,3.0,standard,4.0,5.0,0,2,senior manager,367800.0,0,Divorced,Car Ownership,No Children
55.0,Company Invited,2,420.0,Salaried,male,2.0,3.0,super deluxe,4.0,2.0,0,2,avp,480000.0,1,Divorced,Car Ownership,No Children
36.0,Company Invited,2,540.0,Small Business,male,2.0,4.0,standard,4.0,2.0,0,1,senior manager,424365.0,0,Unmarried,No Car Ownership,No Children
37.0,Company Invited,2,900.0,Small Business,male,2.0,3.0,deluxe,4.0,7.0,0,2,manager,310995.0,0,Divorced,Car Ownership,No Children
100.0,Company Invited,3,,Salaried,male,2.0,3.0,deluxe,5.0,3.0,0,2,manager,394320.0,0,Divorced,Car Ownership,No Children
51.0,Self Enquiry,1,720.0,Salaried,female,2.0,3.0,standard,4.0,1.0,0,1,senior manager,360225.0,0,Unmarried,Car Ownership,No Children
40.0,Company Invited,2,600.0,Salaried,male,2.0,4.0,basic,4.0,2.0,0,2,executive,263700.0,1,Single,Car Ownership,No Children
52.0,Self Enquiry,2,1740.0,Small Business,female,2.0,4.0,standard,5.0,5.0,0,2,senior manager,377760.0,0,Single,No Car Ownership,No Children
42.0,Self Enquiry,2,600.0,Salaried,male,2.0,3.0,deluxe,4.0,1.0,0,2,manager,276255.0,0,Divorced,Car Ownership,No Children
46.0,Self Enquiry,3,540.0,Salaried,female,2.0,3.0,deluxe,5.0,2.0,0,2,manager,438435.0,0,Divorced,Car Ownership,No Children
40.0,Company Invited,2,540.0,Small Business,male,2.0,3.0,super deluxe,4.0,2.0,0,1,avp,373005.0,0,Divorced,Car Ownership,No Children
44.0,Self Enquiry,1,600.0,Small Business,female,2.0,3.0,basic,4.0,1.0,0,2,executive,264555.0,0,Divorced,Car Ownership,No Children
50.0,Company Invited,1,420.0,Salaried,female,2.0,3.0,standard,4.0,1.0,0,1,senior manager,336270.0,0,Unmarried,Car Ownership,No Children
22.0,Self Enquiry,3,480.0,Salaried,female,2.0,3.0,basic,5.0,1.0,0,2,executive,256425.0,0,Single,Car Ownership,No Children
33.0,Self Enquiry,2,360.0,Large Business,female,2.0,3.0,deluxe,4.0,2.0,0,1,manager,313920.0,0,Divorced,Car Ownership,No Children
56.0,Self Enquiry,1,1020.0,Salaried,female,2.0,3.0,super deluxe,4.0,4.0,0,2,avp,470400.0,0,Married,Car Ownership,No Children
46.0,Company Invited,2,1080.0,Small Business,male,2.0,3.0,super deluxe,4.0,1.0,0,2,avp,420000.0,0,Divorced,Car Ownership,No Children
20.0,Company Invited,3,540.0,Salaried,female,2.0,3.0,standard,4.0,2.0,0,2,senior manager,376350.0,0,Unmarried,Car Ownership,No Children
53.0,Self Enquiry,1,1680.0,Small Business,male,3.0,5.0,super deluxe,3.0,7.0,0,2,avp,483405.0,0,Married,Car Ownership,2 Children
29.0,Self Enquiry,2,900.0,Salaried,male,4.0,4.0,standard,4.0,3.0,0,3,senior manager,417735.0,0,Single,Car Ownership,3 Children
23.0,Self Enquiry,2,720.0,Salaried,female,3.0,4.0,basic,3.0,5.0,0,3,executive,309450.0,0,Divorced,Car Ownership,2 Children
20.0,Self Enquiry,2,2100.0,Salaried,male,3.0,400.0,deluxe,3.0,3.0,0,4,manager,345480.0,0,Unmarried,Car Ownership,2 Children
55.0,Self Enquiry,2,540.0,Salaried,male,3.0,4.0,basic,3.0,5.0,0,4,avp,485325.0,0,Divorced,Car Ownership,2 Children
23.0,Self Enquiry,2,600.0,Small Business,male,3.0,5.0,basic,4.0,3.0,0,2,executive,310425.0,1,Single,Car Ownership,2 Children
49.0,Self Enquiry,2,900.0,Salaried,female,3.0,5.0,deluxe,3.0,5.0,0,2,manager,426540.0,0,Divorced,Car Ownership,1 Children
34.0,Self Enquiry,2,420.0,Salaried,male,3.0,5.0,standard,3.0,2.0,0,1,senior manager,335730.0,0,Married,Car Ownership,1 Children
39.0,Company Invited,2,1860.0,Small Business,female,3.0,5.0,deluxe,3.0,7.0,0,2,manager,359385.0,0,Divorced,Car Ownership,1 Children
26.0,Company Invited,3,660.0,Small Business,female,2.0,3.0,basic,4.0,2.0,1,2,executive,257745.0,1,Single,Car Ownership,No Children
30.0,Company Invited,3,1080.0,Salaried,female,2.0,3.0,deluxe,4.0,1.0,1,2,manager,344640.0,0,Married,No Car Ownership,No Children
50.0,Company Invited,1,960.0,Salaried,female,2.0,3.0,standard,4.0,5.0,1,1,senior manager,376815.0,0,Unmarried,Car Ownership,No Children
57.0,Self Enquiry,1,480.0,Salaried,female,2.0,3.0,standard,4.0,5.0,1,2,senior manager,379545.0,0,Unmarried,Car Ownership,No Children
39.0,Self Enquiry,2,1680.0,Small Business,male,4.0,4.0,deluxe,3.0,7.0,0,2,manager,350565.0,0,Married,Car Ownership,3 Children
43.0,Self Enquiry,2,1980.0,Salaried,male,3.0,5.0,deluxe,3.0,3.0,1,2,manager,326775.0,0,Married,Car Ownership,1 Children
49.0,Self Enquiry,1,900.0,Salaried,female,3.0,5.0,deluxe,3.0,2.0,0,2,manager,378000.0,0,Divorced,Car Ownership,1 Children
40.0,Self Enquiry,1,1860.0,Salaried,female,3.0,5.0,deluxe,3.0,3.0,0,1,manager,344805.0,0,Unmarried,No Car Ownership,1 Children
30.0,Company Invited,1,1080.0,Salaried,female,3.0,5.0,deluxe,3.0,3.0,0,2,manager,316740.0,0,Married,Car Ownership,1 Children
42.0,Company Invited,1,1260.0,Salaried,male,3.0,5.0,standard,3.0,2.0,0,2,senior manager,347685.0,0,Divorced,Car Ownership,1 Children
39.0,Self Enquiry,1,420.0,Salaried,female,3.0,5.0,basic,3.0,3.0,0,1,executive,317370.0,0,Unmarried,Car Ownership,2 Children
39.0,Self Enquiry,1,600.0,Salaried,male,3.0,5.0,basic,4.0,3.0,0,1,executive,300000.0,0,Married,No Car Ownership,2 Children
50.0,Self Enquiry,1,840.0,Salaried,male,3.0,5.0,standard,3.0,2.0,0,1,senior manager,431370.0,0,Single,No Car Ownership,2 Children
37.0,Self Enquiry,1,1980.0,Small Business,female,3.0,5.0,deluxe,3.0,7.0,0,2,manager,350000.0,0,Unmarried,Car Ownership,1 Children
21.0,Company Invited,2,660.0,Small Business,female,3.0,5.0,basic,3.0,3.0,0,3,executive,310545.0,0,Married,Car Ownership,2 Children
45.0,Self Enquiry,2,1980.0,Small Business,female,3.0,5.0,deluxe,3.0,3.0,0,3,manager,347445.0,0,Divorced,Car Ownership,2 Children
31.0,Self Enquiry,1,1380.0,Salaried,male,3.0,5.0,basic,3.0,3.0,0,2,executive,536850.0,0,Single,Car Ownership,2 Children
20.0,Self Enquiry,1,600.0,Small Business,male,3.0,4.0,basic,3.0,3.0,0,4,executive,324960.0,1,Divorced,Car Ownership,2 Children
32.0,Self Enquiry,1,660.0,Small Business,male,3.0,4.0,basic,3.0,6.0,0,4,executive,318795.0,0,Married,Car Ownership,2 Children
31.0,Company Invited,2,900.0,Small Business,female,2.0,2.0,deluxe,3.0,3.0,0,3,manager,381195.0,0,Married,Car Ownership,1 Children
31.0,Company Invited,3,1440.0,Small Business,male,4.0,5.0,basic,3.0,7.0,0,1,executive,324885.0,1,Single,Car Ownership,2 Children
37.0,Self Enquiry,2,1020.0,Small Business,female,4.0,4.0,deluxe,3.0,3.0,0,1,manager,325485.0,0,Divorced,No Car Ownership,1 Children
90.0,Self Enquiry,1,420.0,Large Business,male,3.0,5.0,basic,3.0,2.0,0,2,executive,407940.0,1,Single,No Car Ownership,1 Children
29.0,Self Enquiry,1,480.0,Salaried,female,3.0,5.0,basic,3.0,3.0,0,2,executive,297435.0,0,Single,Car Ownership,2 Children
53.0,Self Enquiry,1,480.0,Salaried,male,4.0,500.0,deluxe,3.0,5.0,0,4,manager,382575.0,0,Divorced,Car Ownership,3 Children
36.0,Self Enquiry,1,720.0,Salaried,male,3.0,4.0,basic,3.0,5.0,0,3,executive,272685.0,0,Married,Car Ownership,2 Children
70.0,Self Enquiry,2,540.0,Salaried,female,3.0,1.0,basic,3.0,3.0,0,4,executive,309435.0,0,Married,Car Ownership,2 Children
57.0,Self Enquiry,1,900.0,Small Business,male,3.0,5.0,super deluxe,3.0,3.0,0,1,avp,417180.0,0,Married,No Car Ownership,2 Children
26.0,Self Enquiry,1,900.0,Small Business,male,4.0,4.0,basic,3.0,7.0,0,2,executive,310455.0,0,Married,Car Ownership,2 Children
38.0,Self Enquiry,2,1020.0,Small Business,male,4.0,4.0,deluxe,3.0,2.0,0,1,manager,465885.0,0,Divorced,Car Ownership,2 Children
45.0,Company Invited,2,780.0,Small Business,female,2.0,3.0,deluxe,3.0,1.0,0,1,manager,354165.0,0,Divorced,Car Ownership,No Children
52.0,Self Enquiry,2,780.0,Large Business,male,2.0,3.0,standard,3.0,5.0,0,2,senior manager,371505.0,0,Married,Car Ownership,1 Children
53.0,Self Enquiry,2,540.0,Salaried,female,2.0,3.0,standard,3.0,7.0,0,1,manager,375840.0,1,Single,Car Ownership,1 Children
38.0,Self Enquiry,2,480.0,Large Business,male,2.0,3.0,deluxe,3.0,7.0,0,2,manager,300000.0,0,Single,Car Ownership,No Children
22.0,Self Enquiry,2,720.0,Small Business,female,2.0,3.0,basic,3.0,3.0,0,2,executive,255525.0,1,Single,Car Ownership,1 Children
31.0,Self Enquiry,2,480.0,Small Business,female,2.0,3.0,basic,3.0,1.0,0,2,executive,251415.0,0,Married,Car Ownership,No Children
20.0,Self Enquiry,2,1020.0,Small Business,female,2.0,3.0,standard,3.0,3.0,0,2,senior manager,256995.0,0,Married,Car Ownership,No Children
,Self Enquiry,2,900.0,Small Business,male,2.0,3.0,deluxe,3.0,2.0,0,2,manager,,0,Single,Car Ownership,No Children
43.0,Self Enquiry,3,,Small Business,female,2.0,3.0,deluxe,3.0,3.0,0,1,manager,320000.0,0,Divorced,Car Ownership,No Children
29.0,Company Invited,1,480.0,Small Business,female,4.0,4.0,basic,3.0,3.0,0,1,executive,322395.0,0,Single,Car Ownership,1 Children
51.0,Self Enquiry,1,1200.0,Salaried,male,2.0,3.0,standard,3.0,2.0,0,4,senior manager,370000.0,0,Married,Car Ownership,1 Children
32.0,Self Enquiry,1,1500.0,Salaried,female,2.0,3.0,deluxe,3.0,3.0,0,4,manager,320640.0,0,Married,Car Ownership,1 Children
33.0,Self Enquiry,1,720.0,Small Business,female,4.0,4.0,basic,3.0,3.0,0,1,executive,309510.0,0,Divorced,Car Ownership,2 Children
31.0,Self Enquiry,1,480.0,Small Business,female,4.0,4.0,basic,3.0,3.0,0,2,executive,331575.0,1,Divorced,Car Ownership,1 Children
31.0,Company Invited,1,960.0,Salaried,male,3.0,5.0,basic,3.0,3.0,0,3,executive,311805.0,0,Divorced,Car Ownership,2 Children
43.0,Company Invited,1,1920.0,Salaried,male,3.0,5.0,deluxe,3.0,3.0,0,4,manager,300000.0,0,Married,Car Ownership,2 Children
24.0,Self Enquiry,2,420.0,Salaried,male,2.0,3.0,basic,3.0,3.0,1,2,executive,257550.0,1,Single,Car Ownership,No Children
20.0,Self Enquiry,2,2040.0,Salaried,male,4.0,4.0,basic,3.0,3.0,0,2,executive,400000.0,0,Married,Car Ownership,3 Children
37.0,Self Enquiry,1,480.0,Small Business,male,2.0,3.0,deluxe,3.0,1.0,0,1,manager,295005.0,0,Single,Car Ownership,1 Children
29.0,Company Invited,1,960.0,Salaried,male,2.0,300.0,basic,3.0,5.0,0,1,executive,400000.0,0,Divorced,Car Ownership,No Children
36.0,Self Enquiry,1,780.0,Large Business,male,3.0,6.0,basic,3.0,3.0,0,4,executive,320000.0,0,Unmarried,Car Ownership,2 Children
37.0,Self Enquiry,3,1320.0,Small Business,male,3.0,6.0,basic,3.0,6.0,0,4,executive,439905.0,1,Married,Car Ownership,2 Children
29.0,Self Enquiry,2,780.0,Small Business,male,4.0,4.0,basic,3.0,2.0,0,4,executive,310650.0,0,Married,Car Ownership,3 Children
31.0,Self Enquiry,2,1200.0,Small Business,male,4.0,4.0,standard,3.0,3.0,0,3,senior manager,372705.0,0,Married,No Car Ownership,3 Children
29.0,Self Enquiry,2,780.0,Salaried,male,3.0,6.0,basic,3.0,3.0,0,1,executive,312630.0,1,Single,Car Ownership,2 Children
27.0,Self Enquiry,1,960.0,Small Business,male,3.0,6.0,basic,3.0,3.0,0,2,executive,262035.0,1,Single,Car Ownership,1 Children
50.0,Self Enquiry,1,420.0,Salaried,male,2.0,3.0,standard,3.0,3.0,1,2,senior manager,365655.0,1,Divorced,Car Ownership,No Children
,Company Invited,3,1080.0,Large Business,female,1.0,1.0,deluxe,3.0,2.0,0,3,manager,,0,Single,Car Ownership,No Children
28.0,Self Enquiry,2,1500.0,Small Business,male,2.0,3.0,deluxe,3.0,2.0,0,4,manager,323025.0,0,Married,No Car Ownership,1 Children
50.0,Self Enquiry,2,480.0,Salaried,male,4.0,5.0,deluxe,3.0,7.0,0,1,manager,340800.0,0,Married,Car Ownership,1 Children
37.0,Company Invited,2,900.0,Salaried,female,1.0,3.0,basic,3.0,2.0,0,4,senior manager,273465.0,0,Married,No Car Ownership,No Children
47.0,Self Enquiry,2,840.0,Salaried,male,2.0,3.0,super deluxe,4.0,2.0,0,2,avp,502800.0,0,Divorced,Car Ownership,No Children
41.0,Self Enquiry,2,540.0,Small Business,male,2.0,3.0,deluxe,3.0,2.0,0,2,manager,332025.0,0,Married,Car Ownership,1 Children
30.0,Company Invited,3,600.0,Small Business,female,2.0,3.0,basic,3.0,2.0,0,2,executive,268770.0,0,Married,Car Ownership,1 Children
31.0,Company Invited,2,900.0,Small Business,male,2.0,3.0,basic,3.0,2.0,0,1,executive,251250.0,1,Single,Car Ownership,No Children
50.0,Self Enquiry,2,360.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,2,senior manager,347955.0,1,Married,Car Ownership,No Children
58.0,Company Invited,2,1620.0,Small Business,female,2.0,3.0,deluxe,4.0,6.0,0,2,manager,363315.0,0,Unmarried,Car Ownership,1 Children
29.0,Self Enquiry,2,900.0,Salaried,male,2.0,3.0,deluxe,3.0,2.0,0,2,avp,382125.0,0,Married,Car Ownership,No Children
59.0,Company Invited,2,900.0,Small Business,female,2.0,3.0,deluxe,3.0,2.0,0,2,manager,338970.0,0,Divorced,Car Ownership,1 Children
80.0,Company Invited,3,840.0,Large Business,male,2.0,3.0,standard,3.0,2.0,0,2,senior manager,377205.0,1,Married,Car Ownership,No Children
56.0,Self Enquiry,2,1440.0,Small Business,male,2.0,3.0,super deluxe,4.0,1.0,0,2,avp,504060.0,1,Single,Car Ownership,No Children
55.0,Company Invited,3,360.0,Small Business,female,2.0,3.0,standard,3.0,1.0,0,2,manager,299535.0,0,Married,Car Ownership,1 Children
40.0,Company Invited,2,360.0,Salaried,male,2.0,3.0,standard,3.0,5.0,0,2,senior manager,336735.0,0,Unmarried,Car Ownership,No Children
51.0,Company Invited,2,720.0,Salaried,female,2.0,3.0,standard,3.0,2.0,0,2,senior manager,351480.0,0,Divorced,Car Ownership,1 Children
32.0,Self Enquiry,2,480.0,Salaried,male,2.0,300.0,basic,3.0,2.0,0,2,executive,271125.0,0,Married,Car Ownership,1 Children
34.0,Company Invited,2,1020.0,Small Business,male,2.0,4.0,standard,3.0,3.0,0,2,senior manager,380000.0,1,Unmarried,Car Ownership,1 Children
38.0,Company Invited,2,540.0,Small Business,male,2.0,3.0,basic,3.0,6.0,0,2,executive,300000.0,0,Married,Car Ownership,No Children
41.0,Company Invited,3,840.0,Salaried,female,2.0,3.0,standard,3.0,2.0,0,1,senior manager,429030.0,0,Divorced,Car Ownership,No Children
26.0,Company Invited,3,,Small Business,female,2.0,3.0,basic,3.0,3.0,0,2,executive,249600.0,1,Divorced,Car Ownership,No Children
42.0,Self Enquiry,2,1080.0,Small Business,male,2.0,300.0,deluxe,4.0,5.0,0,1,manager,316605.0,0,Divorced,Car Ownership,No Children
33.0,Self Enquiry,2,1140.0,Salaried,male,2.0,3.0,deluxe,3.0,3.0,0,1,manager,317715.0,0,Married,Car Ownership,No Children
,Company Invited,2,960.0,Small Business,male,2.0,3.0,basic,4.0,2.0,0,2,executive,266070.0,1,Single,Car Ownership,No Children
36.0,Company Invited,2,840.0,Salaried,male,2.0,3.0,standard,3.0,3.0,0,2,senior manager,387615.0,0,Married,Car Ownership,1 Children
38.0,Company Invited,2,900.0,Salaried,female,2.0,4.0,basic,3.0,2.0,0,1,executive,259500.0,0,Divorced,Car Ownership,No Children
19.0,Self Enquiry,3,900.0,Salaried,female,2.0,3.0,basic,3.0,2.0,0,1,executive,263040.0,0,Divorced,Car Ownership,No Children
34.0,Self Enquiry,2,900.0,Salaried,female,2.0,3.0,standard,3.0,5.0,0,2,senior manager,400000.0,0,Unmarried,Car Ownership,No Children
39.0,Self Enquiry,2,900.0,Small Business,male,2.0,3.0,deluxe,4.0,3.0,0,2,manager,322260.0,0,Single,Car Ownership,No Children
40.0,Self Enquiry,2,540.0,Salaried,male,2.0,3.0,standard,4.0,2.0,0,1,senior manager,411150.0,0,Divorced,Car Ownership,1 Children
32.0,Self Enquiry,2,900.0,Small Business,female,2.0,4.0,deluxe,3.0,3.0,0,1,manager,370695.0,0,Divorced,No Car Ownership,1 Children
70.0,Self Enquiry,3,840.0,Small Business,female,2.0,3.0,super deluxe,3.0,3.0,0,2,avp,477090.0,0,Unmarried,Car Ownership,No Children
46.0,Self Enquiry,2,1920.0,Salaried,male,2.0,3.0,standard,3.0,5.0,0,2,senior manager,367425.0,1,Single,Car Ownership,No Children
40.0,Company Invited,2,420.0,Large Business,female,2.0,3.0,standard,4.0,2.0,0,1,senior manager,380985.0,0,Married,Car Ownership,No Children
50.0,Company Invited,2,1380.0,Small Business,female,2.0,3.0,deluxe,3.0,2.0,0,2,manager,346410.0,0,Divorced,Car Ownership,No Children
56.0,Self Enquiry,2,720.0,Salaried,male,2.0,3.0,king,4.0,1.0,0,2,vp,522675.0,0,Divorced,Car Ownership,No Children
,Self Enquiry,2,420.0,Salaried,male,2.0,3.0,basic,3.0,5.0,0,1,executive,264300.0,0,Married,No Car Ownership,1 Children
,Self Enquiry,2,780.0,Small Business,male,2.0,3.0,basic,3.0,2.0,0,2,executive,,0,Married,Car Ownership,No Children
26.0,Company Invited,3,600.0,Salaried,female,2.0,3.0,standard,4.0,2.0,0,2,senior manager,352635.0,0,Divorced,Car Ownership,No Children
22.0,Company Invited,3,360.0,Large Business,female,2.0,3.0,standard,3.0,2.0,0,2,senior manager,300000.0,0,Divorced,Car Ownership,1 Children
33.0,Self Enquiry,2,1560.0,Salaried,male,2.0,4.0,deluxe,3.0,2.0,0,1,manager,355470.0,0,Unmarried,Car Ownership,1 Children
21.0,Company Invited,2,960.0,Large Business,male,2.0,3.0,basic,3.0,3.0,0,2,executive,263130.0,0,Single,Car Ownership,No Children
34.0,Company Invited,2,1080.0,Large Business,female,2.0,4.0,basic,3.0,7.0,0,2,executive,273915.0,1,Single,Car Ownership,No Children
36.0,Self Enquiry,3,1620.0,Salaried,male,2.0,3.0,deluxe,3.0,2.0,0,1,manager,322320.0,0,Divorced,No Car Ownership,1 Children
26.0,Company Invited,2,420.0,Small Business,female,2.0,3.0,basic,3.0,3.0,0,1,executive,249315.0,0,Divorced,Car Ownership,No Children
30.0,Company Invited,2,660.0,Salaried,male,2.0,3.0,deluxe,3.0,2.0,0,2,manager,367995.0,0,Unmarried,Car Ownership,No Children
38.0,Company Invited,3,660.0,Salaried,male,2.0,3.0,standard,3.0,5.0,0,1,senior manager,315105.0,0,Unmarried,Car Ownership,1 Children
30.0,Self Enquiry,2,1080.0,Salaried,male,2.0,3.0,deluxe,3.0,1.0,0,2,manager,316005.0,0,Divorced,Car Ownership,No Children
45.0,Self Enquiry,2,720.0,Salaried,male,2.0,3.0,super deluxe,3.0,4.0,0,1,avp,458625.0,0,Divorced,Car Ownership,No Children
34.0,Company Invited,2,420.0,Small Business,male,2.0,3.0,super deluxe,3.0,2.0,0,2,avp,479655.0,0,Unmarried,Car Ownership,1 Children
54.0,Self Enquiry,2,420.0,Salaried,female,3.0,5.0,basic,3.0,2.0,0,3,executive,366465.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,1,660.0,Small Business,male,3.0,6.0,basic,3.0,3.0,0,2,executive,331170.0,0,Married,Car Ownership,1 Children
43.0,Self Enquiry,1,540.0,Large Business,male,3.0,5.0,super deluxe,3.0,1.0,0,2,vp,535845.0,0,Divorced,Car Ownership,2 Children
31.0,Company Invited,1,660.0,Small Business,male,4.0,4.0,basic,3.0,3.0,0,2,executive,325725.0,0,Married,Car Ownership,2 Children
30.0,Self Enquiry,2,840.0,Small Business,male,4.0,5.0,deluxe,3.0,3.0,0,2,manager,350850.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,1,480.0,Large Business,female,2.0,3.0,basic,3.0,1.0,0,4,executive,,0,Single,No Car Ownership,1 Children
22.0,Company Invited,1,1440.0,Small Business,male,1.0,3.0,basic,3.0,2.0,0,4,executive,253845.0,0,Single,Car Ownership,No Children
32.0,Company Invited,1,900.0,Small Business,female,2.0,2.0,basic,3.0,2.0,0,4,executive,337980.0,0,Divorced,No Car Ownership,1 Children
